Id,Activity
50941,standing
50946,walking
50956,standing
50958,standing
50959,standing
50961,sittingdown
50962,sittingdown
50963,walking
50964,sittingdown
50971,standing
50976,standing
50982,walking
50984,walking
50993,standing
50997,standing
50999,walking
51000,walking
51002,walking
51003,sitting
51006,sitting
51011,standing
51012,standing
51013,standing
51014,standing
51022,walking
51024,sitting
51030,standing
51031,standing
51033,standing
51035,walking
51036,walking
51039,walking
51045,standing
51052,walking
51053,sittingdown
51055,walking
51058,standing
51063,standing
51064,standing
51065,standing
51075,sitting
51077,standing
51080,standing
51083,standing
51086,walking
51087,walking
51090,sittingdown
51094,sitting
51095,standing
51096,standing
51097,standing
51099,standing
51100,standing
51104,sittingdown
51106,walking
51107,sitting
51110,standing
51116,standing
51117,walking
51123,standing
51125,standing
51126,standing
51127,standing
51129,standing
51131,sittingdown
51132,sittingdown
51133,sittingdown
51139,sitting
51144,standing
51145,standing
51146,standing
51147,standing
51148,sittingdown
51155,sitting
51156,sitting
51158,standing
51159,standing
51161,standing
51163,standing
51168,sittingdown
51170,sittingdown
51176,standing
51177,standing
51179,standing
51185,sittingdown
51191,standing
51196,sittingdown
51199,sittingdown
51213,standing
51219,sittingdown
51222,sitting
51225,standing
51230,standing
51232,sittingdown
51233,sittingdown
51234,sittingdown
51237,sitting
51238,sitting
51243,standing
51245,standing
51247,standing
51251,sittingdown
51256,standing
51260,standing
51267,sitting
51269,sitting
51272,standing
51275,standing
51278,sittingdown
51280,sittingdown
51282,walking
51284,sitting
51285,sitting
51290,standing
51291,standing
51294,standing
51295,sittingdown
51297,sittingdown
51299,sittingdown
51300,sittingdown
51301,standing
51302,standing
51314,walking
51315,sitting
51316,sitting
51318,standing
51331,standing
51334,standing
51336,standing
51337,standing
51339,sittingdown
51340,sittingdown
51343,sitting
51345,standing
51346,standing
51348,standing
51350,sittingdown
51355,sitting
51361,standing
51362,standing
51369,sittingdown
51370,walking
51374,sitting
51379,standing
51382,standing
51389,walking
51392,sitting
51393,standing
51395,standing
51396,standing
51404,sittingdown
51405,sitting
51408,standing
51413,standing
51414,standing
51416,sittingdown
51419,sitting
51422,sitting
51424,standing
51431,walking
51432,sitting
51434,sitting
51448,sitting
51452,standing
51459,standing
51465,sittingdown
51467,sittingdown
51468,sittingdown
51472,sitting
51480,standing
51482,sittingdown
51488,sitting
51489,sitting
51492,standing
51493,standing
51494,standing
51498,sittingdown
51499,sittingdown
51501,walking
51502,sitting
51507,sitting
51510,standing
51511,standing
51513,standing
51522,sitting
51525,standing
51529,standing
51530,standing
51534,sittingdown
51541,sitting
51544,standing
51546,standing
51548,sittingdown
51549,sittingdown
51555,sitting
51556,sitting
51558,standing
51559,standing
51564,standing
51576,standing
51582,sittingdown
51584,sittingdown
51588,standing
51592,standing
51594,standing
51600,sitting
51603,sitting
51605,standing
51610,sittingdown
51611,sittingdown
51612,sittingdown
51613,sittingdown
51614,sitting
51615,sitting
51616,sitting
51620,standing
51621,standing
51624,standing
51625,standing
51631,sittingdown
51632,sittingdown
51636,sitting
51645,standing
51646,standing
51650,standing
51653,sittingdown
51654,sittingdown
51655,sittingdown
51658,sittingdown
51662,sitting
51669,standing
51671,standing
51679,sittingdown
51680,sittingdown
51684,sitting
51689,standing
51694,standing
51698,standing
51702,sittingdown
51707,sitting
51708,sitting
51709,standing
51710,standing
51720,sittingdown
51723,sittingdown
51732,standing
51734,standing
51735,standing
51736,standing
51742,sittingdown
51748,sitting
51750,standing
51751,standing
51752,standing
51760,sittingdown
51765,sitting
51769,standing
51776,standing
51783,walking
51786,sitting
51787,sitting
51789,standing
51791,standing
51792,standing
51793,standing
51794,standing
51796,standing
51798,sittingdown
51799,sittingdown
51800,sittingdown
51802,sittingdown
51804,sitting
51806,sitting
51807,sitting
51811,standing
51812,standing
51818,sittingdown
51825,sitting
51831,standing
51833,standing
51837,sittingdown
51842,sitting
51846,sitting
51849,standing
51850,standing
51853,standing
51854,standing
51869,standing
51873,standing
51876,sittingdown
51882,sitting
51885,standing
51886,standing
51887,standing
51889,standing
51891,standing
51895,sittingdown
51896,sittingdown
51899,sitting
51902,sitting
51903,walking
51905,standing
51906,standing
51907,standing
51909,sittingdown
51910,sittingdown
51911,sittingdown
51918,standing
51922,standing
51923,standing
51925,sittingdown
51931,sitting
51934,standing
51935,standing
51936,standing
51937,standing
51940,sittingdown
51944,sitting
51947,sitting
51948,sitting
51949,sitting
51950,standing
51951,standing
51954,standing
51957,standing
51959,sittingdown
51961,sittingdown
51966,sitting
51969,standing
51971,standing
51973,standing
51977,standing
51979,standing
51982,standing
51983,standing
51984,sittingdown
51991,sitting
51993,sitting
51996,sitting
51999,standing
52001,standing
52004,standing
52005,standing
52006,standing
52009,sittingdown
52010,sittingdown
52011,sittingdown
52014,sitting
52018,standing
52019,standing
52020,standing
52021,standing
52025,standing
52030,sittingdown
52033,sitting
52035,sitting
52036,sitting
52039,standing
52040,standing
52044,standing
52046,sittingdown
52047,sittingdown
52048,sittingdown
52049,sittingdown
52055,sitting
52056,sitting
52057,sitting
52060,standing
52072,sittingdown
52073,sitting
52076,sitting
52078,standing
52083,standing
52087,standing
52090,sittingdown
52092,sittingdown
52096,sitting
52098,standing
52100,standing
52102,standing
52106,sittingdown
52112,sitting
52116,standing
52120,standing
52122,sittingdown
52129,standing
52130,standing
52135,standing
52137,sittingdown
52138,sittingdown
52143,sitting
52144,sitting
52145,sitting
52147,standing
52149,standing
52155,sittingdown
52156,sittingdown
52159,sittingdown
52160,sitting
52163,standing
52164,standing
52171,standing
52173,sittingdown
52175,sittingdown
52178,sitting
52181,sitting
52186,standing
52188,standing
52192,sittingdown
52198,sitting
52209,sittingdown
52210,sittingdown
52211,sittingdown
52213,sitting
52215,sitting
52217,standing
52219,standing
52220,standing
52221,standing
52222,standing
52231,sitting
52236,standing
52238,standing
52241,sittingdown
52245,sitting
52251,standing
52254,sittingdown
52263,sitting
52264,sitting
52267,standing
52271,standing
52273,sittingdown
52282,standing
52285,standing
52300,sitting
52303,standing
52304,standing
52312,sitting
52314,sitting
52316,sitting
52320,standing
52324,sittingdown
52333,sitting
52336,standing
52339,standing
52341,sittingdown
52342,sittingdown
52347,sitting
52350,standing
52357,sitting
52360,sitting
52363,standing
52365,standing
52370,sitting
52372,sitting
52373,sitting
52379,standing
52386,sitting
52389,sitting
52394,standing
52397,standing
52398,standing
52401,sittingdown
52402,sittingdown
52404,sitting
52405,sitting
52408,sitting
52410,sitting
52411,standing
52412,standing
52414,standing
52415,standing
52420,sitting
52422,sitting
52427,standing
52428,standing
52431,sittingdown
52436,sitting
52440,sitting
52442,standing
52446,standing
52449,sittingdown
52454,sitting
52455,sitting
52460,standing
52461,standing
52465,sittingdown
52466,sitting
52467,sitting
52468,sitting
52471,sitting
52472,sitting
52480,standing
52481,standing
52482,standing
52483,standing
52489,sittingdown
52493,sitting
52502,standing
52503,standing
52506,standing
52510,sittingdown
52512,sittingdown
52514,sitting
52515,sitting
52523,standing
52528,sittingdown
52531,sitting
52534,sitting
52535,sitting
52537,sitting
52539,sitting
52542,standing
52548,sittingdown
52550,sitting
52553,sitting
52554,sitting
52558,standing
52560,standing
52563,standing
52567,sittingdown
52571,sitting
52572,sitting
52575,sitting
52576,sitting
52581,sitting
52582,standing
52583,standing
52584,standing
52599,standing
52600,standing
52603,standing
52606,sittingdown
52607,sittingdown
52610,sitting
52615,sitting
52616,sitting
52617,standing
52626,sittingdown
52631,sitting
52633,sitting
52636,sitting
52637,standing
52639,standing
52640,standing
52642,standing
52647,sittingdown
52649,sitting
52655,sitting
52671,sittingdown
52674,sitting
52677,sitting
52678,sitting
52679,standing
52681,standing
52684,sitting
52687,standing
52688,standing
52691,standing
52696,sittingdown
52698,sittingdown
52700,sitting
52707,standing
52708,standing
52711,standing
52725,standing
52726,standing
52727,standing
52728,standing
52734,sitting
52737,sitting
52744,standing
52745,standing
52748,walking
52749,sittingdown
52751,sitting
52753,sitting
52757,standing
52759,standing
52760,sitting
52761,sitting
52763,standing
52764,walking
52765,walking
52766,walking
52767,sittingdown
52773,sitting
52779,standing
52780,standing
52781,sitting
52793,sitting
52794,sitting
52796,sitting
52797,sitting
52798,sitting
52799,sitting
52801,standing
52805,sittingdown
52815,sitting
52816,sitting
52818,sitting
52819,standing
52820,sittingdown
52821,walking
52827,sitting
52828,sitting
52832,sitting
52837,standing
52838,standing
52843,sitting
52844,sitting
52846,sitting
52852,sitting
52853,sitting
52854,sitting
52856,standing
52858,walking
52859,walking
52865,sitting
52867,sitting
52874,sitting
52875,walking
52880,sitting
52884,sitting
52889,sitting
52892,sitting
52893,sitting
52896,sitting
52897,sitting
52902,standing
52909,sitting
52912,sitting
52915,sitting
52918,sitting
52925,sitting
52926,sitting
52934,sitting
52935,standing
52938,sitting
52945,sitting
52952,standing
52953,sittingdown
52956,sitting
52957,sitting
52962,sitting
52963,sitting
52973,sitting
52976,sitting
52977,sitting
52978,sitting
52979,sitting
52980,sitting
52981,sitting
52983,sitting
52986,sitting
52987,standing
53001,standing
53005,sittingdown
53009,sitting
53010,sitting
53012,sitting
53014,sitting
53016,standing
53022,standing
53023,sittingdown
53024,sittingdown
53027,sitting
53034,sitting
53035,sitting
53037,sitting
53038,sitting
53040,sitting
53042,sitting
53045,sitting
53046,sitting
53050,sitting
53052,sitting
53055,sitting
53069,sitting
53071,sitting
53073,sitting
53074,sitting
53075,sitting
53076,sitting
53083,sitting
53084,sitting
53085,sitting
53086,sitting
53089,sitting
53090,sitting
53098,sitting
53100,sittingdown
53102,sitting
53103,sitting
53108,sitting
53109,sitting
53110,sitting
53113,sitting
53118,sittingdown
53119,walking
53124,sitting
53126,sitting
53129,sitting
53131,sitting
53132,sitting
53133,sitting
53136,sitting
53137,sitting
53138,sitting
53143,sitting
53144,sitting
53145,sitting
53146,sitting
53150,sitting
53152,sitting
53153,sitting
53154,sitting
53162,sitting
53165,sitting
53166,sitting
53170,sitting
53174,sitting
53179,sittingdown
53183,sitting
53184,sitting
53185,sitting
53190,standing
53191,sitting
53192,sitting
53194,sitting
53201,sitting
53202,sitting
53204,sitting
53206,sitting
53207,sitting
53210,standing
53213,sitting
53215,standing
53216,standing
53220,sitting
53222,sitting
53228,sitting
53229,sitting
53231,sitting
53237,sitting
53238,walking
53244,sitting
53246,sitting
53249,sitting
53250,sitting
53252,sitting
53253,sitting
53255,sitting
53274,sitting
53276,sitting
53282,sitting
53284,sitting
53287,sitting
53292,sitting
53296,walking
53298,sittingdown
53303,sitting
53305,sitting
53306,sitting
53307,sitting
53308,sitting
53309,sitting
53312,sitting
53313,sitting
53316,walking
53317,sitting
53320,sitting
53323,sitting
53327,sitting
53332,sitting
53333,sitting
53334,sitting
53336,sittingdown
53337,sitting
53338,sitting
53342,sitting
53343,sitting
53345,sitting
53347,sitting
53348,sitting
53352,sitting
53359,sitting
53361,sitting
53364,sitting
53366,sitting
53369,sitting
53375,sitting
53378,sitting
53381,sitting
53382,sitting
53388,sitting
53392,sitting
53393,sitting
53395,sitting
53398,sitting
53400,sitting
53401,sitting
53406,sittingdown
53418,sitting
53424,sitting
53427,sitting
53430,sitting
53434,sitting
53435,sitting
53436,sitting
53437,sitting
53438,sitting
53443,sitting
53449,sitting
53450,sitting
53455,sitting
53457,sittingdown
53461,sitting
53462,sitting
53463,sitting
53470,sitting
53475,sitting
53476,sitting
53479,sitting
53481,sitting
53490,sitting
53491,sitting
53492,sitting
53493,sitting
53494,sitting
53495,sitting
53499,sitting
53504,sitting
53507,sitting
53508,sitting
53511,sitting
53512,sitting
53516,sitting
53517,sitting
53520,sitting
53521,sitting
53522,sitting
53523,sitting
53526,sitting
53532,sitting
53533,sitting
53534,sitting
53541,sitting
53544,sitting
53549,sitting
53551,sitting
53560,sitting
53567,sitting
53570,sitting
53571,sitting
53572,sitting
53575,sitting
53577,sitting
53583,sitting
53584,sitting
53588,sitting
53589,sitting
53592,sitting
53606,sitting
53607,sitting
53608,sitting
53620,sitting
53626,sitting
53629,sitting
53634,sitting
53637,sitting
53640,sitting
53645,sitting
53652,sitting
53655,sitting
53660,sitting
53662,sitting
53665,sitting
53673,sitting
53674,sitting
53675,sitting
53676,sitting
53681,sitting
53687,sitting
53688,sitting
53689,sitting
53690,sitting
53691,sitting
53692,sitting
53696,sitting
53697,sitting
53698,sitting
53704,sitting
53712,sitting
53719,sitting
53722,sitting
53723,sitting
53725,sitting
53729,sitting
53730,sitting
53731,sitting
53732,sitting
53734,sitting
53737,sitting
53740,sitting
53748,sitting
53749,sitting
53751,sitting
53759,sitting
53766,sitting
53767,sitting
53768,sitting
53769,sitting
53774,sitting
53775,sitting
53778,sitting
53785,sitting
53787,sitting
53791,sitting
53792,sitting
53796,sitting
53802,sitting
53807,sitting
53808,sitting
53809,sitting
53811,sitting
53812,sitting
53813,sitting
53819,sitting
53820,sitting
53823,sitting
53826,sitting
53827,sitting
53831,sitting
53833,sitting
53835,sitting
53840,sitting
53841,sitting
53848,sitting
53851,sitting
53852,sitting
53855,sitting
53858,sitting
53859,sitting
53860,sitting
53867,sitting
53868,sitting
53870,sitting
53873,sitting
53876,sitting
53877,sitting
53878,sitting
53881,sitting
53882,sitting
53888,sitting
53890,sitting
53895,sitting
53900,sitting
53902,sitting
53908,sitting
53909,sitting
53911,sitting
53914,sitting
53919,sitting
53925,sitting
53929,sitting
53931,sitting
53932,sitting
53935,sitting
53938,sitting
53939,sitting
53941,sitting
53946,sitting
53954,sitting
53959,sitting
53960,sitting
53963,sitting
53964,sitting
53965,sitting
53973,sitting
53978,standing
53981,sitting
53982,sitting
53983,sitting
53984,sitting
53989,sitting
53992,sitting
53994,sitting
53995,sitting
53996,sitting
53998,sitting
54014,sitting
54015,sitting
54017,sitting
54019,sitting
54020,sitting
54025,sitting
54031,sitting
54034,standing
54039,sitting
54042,sitting
54043,sitting
54047,sitting
54048,sitting
54053,sitting
54059,sitting
54067,sitting
54068,sitting
54075,sitting
54078,sitting
54080,sitting
54084,standing
54088,sitting
54089,sitting
54093,sitting
54094,sitting
54095,sitting
54096,sitting
54101,sitting
54102,sitting
54104,standing
54108,sitting
54109,sitting
54114,sitting
54117,sitting
54125,sitting
54126,sitting
54127,sitting
54130,sitting
54131,standing
54138,sitting
54139,sitting
54140,sitting
54142,sitting
54149,sitting
54151,sitting
54154,sitting
54155,sitting
54156,standing
54158,sitting
54159,sitting
54165,sitting
54166,sitting
54174,sitting
54176,sitting
54178,sitting
54193,sittingdown
54195,sittingdown
54197,sittingdown
54202,sittingdown
54204,sittingdown
54211,sittingdown
54212,sittingdown
54214,sittingdown
54224,sittingdown
54229,sittingdown
54232,standing
54233,standing
54234,sittingdown
54238,sittingdown
54239,sittingdown
54243,sittingdown
54244,sittingdown
54245,sittingdown
54251,sittingdown
54253,sittingdown
54255,sittingdown
54263,sittingdown
54269,sittingdown
54270,sittingdown
54274,standing
54277,sittingdown
54283,sittingdown
54286,sittingdown
54289,sittingdown
54291,sittingdown
54292,sittingdown
54297,sittingdown
54298,sittingdown
54301,sittingdown
54305,standing
54308,sittingdown
54315,sittingdown
54316,sittingdown
54319,sittingdown
54323,sittingdown
54324,sittingdown
54325,sittingdown
54329,sittingdown
54333,sittingdown
54340,sittingdown
54343,sittingdown
54351,sittingdown
54358,sittingdown
54359,sittingdown
54360,sittingdown
54361,sittingdown
54367,standing
54368,sittingdown
54372,sittingdown
54378,sittingdown
54379,standing
54383,sittingdown
54384,sittingdown
54389,sittingdown
54391,sittingdown
54392,sittingdown
54396,sittingdown
54398,standing
54399,sittingdown
54400,sittingdown
54405,sittingdown
54407,sittingdown
54408,sittingdown
54412,standing
54416,sittingdown
54419,sittingdown
54420,walking
54421,sittingdown
54422,sittingdown
54425,sittingdown
54428,sittingdown
54429,sittingdown
54432,sittingdown
54434,standing
54435,standing
54437,standing
54444,sittingdown
54448,sittingdown
54459,standing
54468,sittingdown
54469,sittingdown
54471,sittingdown
54475,sittingdown
54478,sittingdown
54490,sittingdown
54491,sittingdown
54493,sittingdown
54498,sittingdown
54501,sittingdown
54502,sittingdown
54503,sittingdown
54504,sittingdown
54508,sittingdown
54511,sittingdown
54512,sittingdown
54513,sittingdown
54515,sittingdown
54519,sittingdown
54520,sittingdown
54521,sittingdown
54523,sittingdown
54528,sittingdown
54529,sittingdown
54530,sittingdown
54531,sittingdown
54532,sittingdown
54538,sittingdown
54540,sittingdown
54541,sittingdown
54546,sittingdown
54547,sittingdown
54551,sittingdown
54553,sittingdown
54557,sittingdown
54561,sittingdown
54563,sittingdown
54564,sittingdown
54565,sittingdown
54566,sittingdown
54569,sittingdown
54570,sittingdown
54571,sittingdown
54573,sittingdown
54575,sittingdown
54576,sittingdown
54578,sittingdown
54579,sittingdown
54581,sittingdown
54585,sittingdown
54591,sittingdown
54595,sittingdown
54596,sittingdown
54598,standing
54606,sittingdown
54611,sittingdown
54612,sittingdown
54613,sittingdown
54614,sittingdown
54616,sittingdown
54618,sittingdown
54620,sittingdown
54622,sittingdown
54630,sittingdown
54632,sittingdown
54633,sittingdown
54634,sittingdown
54636,sittingdown
54639,sittingdown
54642,sittingdown
54644,sittingdown
54647,sittingdown
54649,sittingdown
54651,sittingdown
54653,sittingdown
54663,standing
54664,standing
54670,sittingdown
54672,walking
54675,sittingdown
54676,sittingdown
54679,sittingdown
54694,sittingdown
54695,sittingdown
54697,sittingdown
54706,sittingdown
54707,sittingdown
54716,sittingdown
54724,sittingdown
54728,sittingdown
54729,sittingdown
54735,sittingdown
54738,sittingdown
54741,sittingdown
54742,sittingdown
54744,sittingdown
54749,sittingdown
54750,sittingdown
54754,sittingdown
54760,sittingdown
54763,sittingdown
54764,sittingdown
54766,sittingdown
54769,sittingdown
54776,sittingdown
54782,sittingdown
54790,sittingdown
54793,sittingdown
54797,sittingdown
54802,sittingdown
54803,sittingdown
54805,sittingdown
54808,sittingdown
54812,sittingdown
54815,sittingdown
54816,walking
54818,sittingdown
54819,sittingdown
54825,sittingdown
54828,sittingdown
54839,sittingdown
54841,walking
54844,walking
54845,walking
54846,sittingdown
54850,sittingdown
54851,sittingdown
54857,sittingdown
54858,sittingdown
54862,walking
54863,sittingdown
54864,sittingdown
54868,sittingdown
54869,sittingdown
54871,sittingdown
54872,sittingdown
54873,sittingdown
54874,sittingdown
54875,standing
54877,sittingdown
54880,sittingdown
54881,sittingdown
54882,sittingdown
54883,sittingdown
54884,sittingdown
54886,standing
54889,sittingdown
54890,sittingdown
54893,sittingdown
54895,sittingdown
54898,standing
54899,sittingdown
54902,sittingdown
54905,walking
54906,sittingdown
54911,sittingdown
54912,sittingdown
54915,sittingdown
54916,sittingdown
54917,sittingdown
54918,sittingdown
54923,sittingdown
54930,sittingdown
54936,sittingdown
54938,sittingdown
54940,sittingdown
54945,sittingdown
54947,sittingdown
54949,sittingdown
54952,sittingdown
54961,sittingdown
54963,sittingdown
54964,sittingdown
54967,sittingdown
54974,sittingdown
54976,sittingdown
54977,sittingdown
54979,sittingdown
54980,sittingdown
54983,standing
54984,sittingdown
54989,sittingdown
54992,sittingdown
54994,sittingdown
54995,sittingdown
54996,standing
54998,sittingdown
55002,sittingdown
55003,sittingdown
55004,walking
55008,sittingdown
55014,sittingdown
55016,sittingdown
55019,sittingdown
55021,sittingdown
55022,sittingdown
55024,sittingdown
55026,sittingdown
55031,sittingdown
55034,sittingdown
55035,sittingdown
55036,sittingdown
55038,sittingdown
55042,sittingdown
55043,sittingdown
55044,sittingdown
55045,sittingdown
55048,sittingdown
55049,sittingdown
55052,sittingdown
55055,sittingdown
55058,sittingdown
55059,sittingdown
55063,sittingdown
55065,sittingdown
55067,sittingdown
55069,sittingdown
55073,sittingdown
55074,sittingdown
55079,sittingdown
55081,walking
55082,sittingdown
55084,sittingdown
55086,sittingdown
55088,sittingdown
55093,sittingdown
55095,sittingdown
55102,sittingdown
55103,sittingdown
55105,sittingdown
55107,sittingdown
55108,sittingdown
55109,sittingdown
55110,sittingdown
55111,sittingdown
55113,sittingdown
55115,sittingdown
55116,sittingdown
55118,sittingdown
55119,sittingdown
55120,sittingdown
55125,sittingdown
55133,sittingdown
55134,sittingdown
55137,sittingdown
55138,sittingdown
55140,sittingdown
55141,sittingdown
55148,sittingdown
55150,sittingdown
55153,sittingdown
55158,sittingdown
55160,sittingdown
55163,sittingdown
55164,sittingdown
55166,sittingdown
55170,sittingdown
55171,sittingdown
55176,sittingdown
55177,sittingdown
55178,sittingdown
55180,standing
55183,sittingdown
55185,sittingdown
55189,sittingdown
55194,sittingdown
55199,sittingdown
55200,sittingdown
55204,sittingdown
55208,sittingdown
55215,sittingdown
55216,standing
55218,sittingdown
55219,sittingdown
55220,sittingdown
55223,sittingdown
55225,sittingdown
55228,sittingdown
55232,sittingdown
55235,sittingdown
55236,sittingdown
55240,sittingdown
55247,sittingdown
55250,sittingdown
55252,sittingdown
55254,sittingdown
55255,sittingdown
55264,sittingdown
55265,sittingdown
55266,walking
55267,sittingdown
55272,sittingdown
55275,sittingdown
55277,sittingdown
55282,sittingdown
55285,sittingdown
55286,sittingdown
55287,sittingdown
55290,sittingdown
55293,sittingdown
55294,sittingdown
55295,sittingdown
55296,sittingdown
55297,sittingdown
55302,sittingdown
55303,sittingdown
55307,sittingdown
55311,sittingdown
55320,sittingdown
55337,sittingdown
55339,sittingdown
55345,sittingdown
55346,sittingdown
55348,sittingdown
55350,sittingdown
55351,sittingdown
55355,sittingdown
55356,walking
55357,sittingdown
55358,sittingdown
55361,sittingdown
55362,standing
55363,sittingdown
55366,sittingdown
55369,sittingdown
55370,sittingdown
55371,walking
55372,walking
55374,sittingdown
55375,sittingdown
55376,sittingdown
55382,sittingdown
55387,sittingdown
55388,sittingdown
55390,sittingdown
55391,sittingdown
55394,standing
55396,sittingdown
55400,sittingdown
55401,sittingdown
55404,sittingdown
55409,sittingdown
55411,standing
55418,sittingdown
55420,sittingdown
55423,sittingdown
55426,sittingdown
55431,sittingdown
55432,sittingdown
55433,sittingdown
55436,sittingdown
55439,sittingdown
55443,sittingdown
55448,sittingdown
55451,sittingdown
55455,sittingdown
55462,sittingdown
55466,sittingdown
55467,sittingdown
55468,sittingdown
55469,standing
55471,sittingdown
55472,sittingdown
55475,sittingdown
55476,sittingdown
55477,sittingdown
55481,sittingdown
55486,sittingdown
55492,sittingdown
55493,sittingdown
55494,sittingdown
55497,sittingdown
55498,sittingdown
55499,sittingdown
55501,sittingdown
55503,standing
55504,sittingdown
55511,sittingdown
55513,sittingdown
55514,sittingdown
55516,sittingdown
55519,sittingdown
55521,sittingdown
55522,sittingdown
55529,sittingdown
55530,sittingdown
55534,sittingdown
55538,sittingdown
55541,sittingdown
55550,sittingdown
55552,sittingdown
55557,sittingdown
55560,sittingdown
55571,sittingdown
55574,sittingdown
55576,sittingdown
55581,sittingdown
55582,sittingdown
55584,sittingdown
55587,sittingdown
55591,sittingdown
55594,sittingdown
55595,sittingdown
55600,sittingdown
55604,standing
55607,sittingdown
55610,sittingdown
55612,sittingdown
55616,sittingdown
55618,sittingdown
55619,sittingdown
55620,sittingdown
55622,sittingdown
55624,sittingdown
55629,sittingdown
55630,sittingdown
55631,sittingdown
55637,sittingdown
55643,sittingdown
55648,sittingdown
55653,sittingdown
55657,sittingdown
55666,standing
55671,sittingdown
55674,sittingdown
55677,sittingdown
55678,sittingdown
55681,sittingdown
55682,sittingdown
55686,sittingdown
55687,standing
55689,standing
55691,sittingdown
55692,sittingdown
55694,sittingdown
55699,sittingdown
55701,sittingdown
55703,sittingdown
55705,sittingdown
55706,sittingdown
55709,sittingdown
55710,sittingdown
55713,sittingdown
55717,standing
55722,sittingdown
55727,sittingdown
55729,sittingdown
55730,sittingdown
55731,standing
55735,sittingdown
55736,sittingdown
55739,sittingdown
55744,sittingdown
55746,sittingdown
55748,sittingdown
55752,sittingdown
55753,sittingdown
55756,sittingdown
55757,sittingdown
55758,standing
55759,standing
55763,sittingdown
55766,sittingdown
55774,sittingdown
55775,sittingdown
55776,sittingdown
55784,sittingdown
55786,sittingdown
55788,sittingdown
55789,sittingdown
55791,sittingdown
55794,standing
55796,sittingdown
55800,sittingdown
55801,sittingdown
55805,sittingdown
55806,sittingdown
55807,sittingdown
55816,sittingdown
55819,sittingdown
55824,sittingdown
55826,standing
55832,sittingdown
55843,sittingdown
55844,sittingdown
55846,sittingdown
55852,walking
55857,sittingdown
55860,sittingdown
55861,sittingdown
55862,sittingdown
55866,sittingdown
55869,sittingdown
55873,sittingdown
55881,sittingdown
55882,sittingdown
55886,standing
55888,sittingdown
55890,sittingdown
55894,sittingdown
55897,sittingdown
55899,sittingdown
55900,sittingdown
55902,sittingdown
55907,sittingdown
55908,sittingdown
55910,sittingdown
55912,sittingdown
55914,sittingdown
55916,sittingdown
55918,sittingdown
55919,standing
55920,sittingdown
55921,sittingdown
55924,sittingdown
55928,sittingdown
55930,sittingdown
55931,sittingdown
55934,sittingdown
55938,sittingdown
55940,sittingdown
55942,sittingdown
55944,sittingdown
55947,sittingdown
55948,sittingdown
55950,sittingdown
55952,sittingdown
55957,sittingdown
55960,sittingdown
55967,sittingdown
55973,sittingdown
55979,sittingdown
55982,sittingdown
55987,sittingdown
55988,sittingdown
55990,sittingdown
55991,sittingdown
55994,sittingdown
55997,sittingdown
56000,sittingdown
56003,sittingdown
56007,sittingdown
56012,sittingdown
56013,sittingdown
56023,sittingdown
56028,standing
56029,sittingdown
56030,sittingdown
56035,sittingdown
56039,sittingdown
56041,sittingdown
56043,sittingdown
56045,sittingdown
56046,sittingdown
56054,sittingdown
56056,sittingdown
56060,sittingdown
56063,sittingdown
56066,sittingdown
56071,sittingdown
56077,sittingdown
56080,sittingdown
56090,sittingdown
56097,sittingdown
56100,sittingdown
56101,sittingdown
56104,sittingdown
56105,sittingdown
56110,sittingdown
56119,sittingdown
56124,sittingdown
56125,sittingdown
56127,sittingdown
56131,sittingdown
56136,sittingdown
56138,sittingdown
56141,sittingdown
56144,sittingdown
56149,sittingdown
56153,sittingdown
56154,sittingdown
56155,sittingdown
56157,sittingdown
56158,sittingdown
56161,sittingdown
56168,sittingdown
56175,sittingdown
56179,sittingdown
56180,sittingdown
56181,sittingdown
56185,sittingdown
56187,sittingdown
56189,sittingdown
56204,sittingdown
56206,sittingdown
56210,sittingdown
56218,sittingdown
56220,sittingdown
56221,sittingdown
56226,sittingdown
56230,sittingdown
56237,standing
56238,sittingdown
56239,sittingdown
56241,sittingdown
56246,sittingdown
56248,sittingdown
56252,sittingdown
56256,sittingdown
56265,sittingdown
56266,sittingdown
56267,sittingdown
56268,sittingdown
56270,sittingdown
56271,sittingdown
56272,sittingdown
56273,sittingdown
56275,sittingdown
56276,sittingdown
56278,sittingdown
56283,sittingdown
56285,sittingdown
56286,sittingdown
56287,sittingdown
56288,sittingdown
56292,sittingdown
56293,sittingdown
56295,sittingdown
56297,sittingdown
56305,sittingdown
56306,sittingdown
56308,sittingdown
56312,standing
56315,sittingdown
56321,sittingdown
56322,sittingdown
56325,sittingdown
56327,sittingdown
56328,standing
56330,sittingdown
56331,sittingdown
56332,sittingdown
56336,sittingdown
56337,sittingdown
56340,sittingdown
56347,sittingdown
56349,sittingdown
56350,sittingdown
56352,sittingdown
56353,sittingdown
56357,standing
56361,sittingdown
56362,sittingdown
56365,sittingdown
56367,sittingdown
56368,sittingdown
56371,sittingdown
56372,sittingdown
56374,sittingdown
56375,sittingdown
56377,sittingdown
56379,sittingdown
56385,sittingdown
56387,sittingdown
56388,sittingdown
56389,sittingdown
56392,sittingdown
56396,sittingdown
56397,sittingdown
56401,sittingdown
56405,sittingdown
56406,sittingdown
56408,sittingdown
56409,standing
56412,sittingdown
56413,sittingdown
56415,sittingdown
56419,sittingdown
56432,sittingdown
56434,sittingdown
56436,sittingdown
56443,sittingdown
56445,sittingdown
